"","lagoslakeid","secchi","TP","chla","color","TN","nYears_secchi","nYears_TP","nYears_TN","nYears_color","nYears_chla","hu12_zoneid","hu4_zoneid"
"7410",62854,1.035,NA,5.1,NA,NA,11,4,4,4,4,"HU12_19632","HU4_53"
"7411",62864,1.1,NA,17.5,NA,NA,12,12,12,12,12,"HU12_19631","HU4_53"
"7412",62969,0.455,NA,80.5,NA,NA,4,2,2,2,2,"HU12_10087","HU4_55"
"7413",62988,0.175,NA,215.5,NA,NA,2,2,2,2,2,"HU12_9406","HU4_56"
"7414",63080,0.8675,NA,30.825,NA,NA,10,10,10,10,10,"HU12_1424","HU4_51"
"7415",63122,1.055,NA,42.5,NA,NA,2,2,2,2,2,"HU12_19704","HU4_54"
"7416",63166,1.915,NA,15,NA,NA,2,3,3,3,3,"HU12_13989","HU4_54"
"7417",63172,6.71,NA,1,NA,NA,5,1,1,1,1,"HU12_14171","HU4_26"
"7418",63186,3.7,NA,1.315,NA,NA,3,2,2,2,2,"HU12_14171","HU4_26"
"7419",63474,2.4,NA,2.7,15,NA,1,1,1,1,1,"HU12_20228","HU4_16"
"7420",63538,0.6,15,NA,304.4004639,NA,1,1,1,1,1,"HU12_13234","HU4_24"
"7421",63636,2.9718,NA,11,NA,NA,4,3,3,3,3,"HU12_12532","HU4_40"
"7422",63692,1,NA,NA,NA,NA,1,2,2,2,2,"HU12_15014","HU4_42"
"7423",63824,2.8,16,NA,0,342,1,1,1,1,1,"HU12_4447","HU4_38"
"7424",63876,0.225,NA,248,NA,NA,2,1,1,1,1,"HU12_11098","HU4_25"
"7425",63895,2.63,NA,NA,NA,NA,22,8,8,8,8,"HU12_10792","HU4_25"
"7426",63910,2.3,NA,5.95,NA,NA,12,12,12,12,12,"HU12_10865","HU4_25"
"7427",63946,0.3,NA,36.4,NA,NA,1,1,1,1,1,"HU12_10600","HU4_53"
"7428",63963,1.448,NA,18.5,NA,NA,4,4,4,4,4,"HU12_10967","HU4_29"
"7429",64166,1.6925,NA,24.5,NA,NA,2,2,2,2,2,"HU12_10583","HU4_54"
"7430",64236,0.2,224,11.75,NA,1490,7,7,7,7,7,"HU12_2014","HU4_62"
"7431",64238,1.47,25,11.8,NA,630,5,5,5,5,5,"HU12_2072","HU4_62"
"7432",64356,2.8,16,4.5,NA,NA,1,1,1,1,1,"HU12_16610","HU4_7"
"7433",64437,1.5,NA,42.5,NA,NA,3,3,3,3,3,"HU12_16890","HU4_12"
"7434",64457,4.5,NA,NA,NA,NA,1,2,2,2,2,"HU12_17322","HU4_13"
"7435",64551,1.85,NA,NA,NA,NA,2,3,3,3,3,"HU12_14780","HU4_28"
"7436",64592,4.2,NA,NA,11.6,NA,13,14,14,14,14,"HU12_20113","HU4_24"
"7437",64722,2.7432,12,NA,NA,NA,13,4,4,4,4,"HU12_12519","HU4_39"
"7438",64781,2.6,NA,NA,25,NA,1,3,3,3,3,"HU12_15958","HU4_5"
"7439",64791,5.9,NA,NA,NA,NA,1,20,20,20,20,"HU12_16821","HU4_5"
"7440",64909,3.66,NA,5,NA,NA,5,2,2,2,2,"HU12_14491","HU4_25"
"7441",64922,4.88,NA,3,NA,NA,23,2,2,2,2,"HU12_11067","HU4_25"
"7442",64935,2.25,NA,3.5,NA,NA,4,7,7,7,7,"HU12_10799","HU4_25"
"7443",64981,1.83,NA,10,NA,NA,19,11,11,11,11,"HU12_10697","HU4_53"
"7444",64987,1.5,NA,4.2,NA,NA,1,1,1,1,1,"HU12_10388","HU4_53"
"7445",65037,2.78,NA,NA,38.21852637,315,1,1,1,1,1,"HU12_13110","HU4_27"
"7446",65247,2.055,NA,10,NA,NA,3,2,2,2,2,"HU12_14328","HU4_54"
"7447",65274,2.9,NA,4.44,NA,NA,1,1,1,1,1,"HU12_14251","HU4_26"
"7448",65280,3.2,NA,NA,NA,NA,3,3,3,3,3,"HU12_14175","HU4_26"
"7449",65328,0.45,126,NA,15,1748,1,1,1,1,1,"HU12_404","HU4_65"
"7450",65370,5,NA,NA,16,NA,1,2,2,2,2,"HU12_17983","HU4_1"
"7451",65421,3.125,NA,NA,NA,NA,14,7,7,7,7,"HU12_16383","HU4_7"
"7452",65427,4.42,10,NA,NA,NA,1,1,1,1,1,"HU12_16308","HU4_7"
"7453",65482,2.55,NA,4.2,43,400,1,1,1,1,1,"HU12_17341","HU4_12"
"7454",65497,1.5,NA,3.8,39,NA,1,1,1,1,1,"HU12_17301","HU4_13"
"7455",65570,2.3,NA,NA,12.5,NA,2,2,2,2,2,"HU12_15416","HU4_18"
"7456",65694,2.7432,NA,NA,NA,NA,7,6,6,6,6,"HU12_13654","HU4_31"
"7457",65703,1.6764,NA,11.45,NA,NA,1,1,1,1,1,"HU12_13738","HU4_31"
"7458",65745,3.6,NA,2.15,24.5,650,1,1,1,1,1,"HU12_14956","HU4_42"
"7459",65802,3.33,NA,2.3,12,300,1,1,1,1,1,"HU12_15127","HU4_22"
"7460",65913,3.51,NA,5.5,NA,NA,10,2,2,2,2,"HU12_10449","HU4_25"
"7461",65915,0.975,NA,23,NA,NA,8,6,6,6,6,"HU12_11120","HU4_25"
"7462",65917,3.15,NA,3,NA,NA,1,1,1,1,1,"HU12_11038","HU4_25"
"7463",65932,4.66,NA,2,NA,NA,2,2,2,2,2,"HU12_10842","HU4_25"
"7464",65948,0.94,20,6.03,NA,2070,7,3,3,3,3,"HU12_19749","HU4_25"
"7465",65957,2.44,NA,5,NA,NA,10,9,9,9,9,"HU12_19709","HU4_25"
"7466",65989,3.5825,NA,3,NA,NA,22,5,5,5,5,"HU12_10799","HU4_25"
"7467",65995,0.38,NA,77,NA,NA,1,1,1,1,1,"HU12_11071","HU4_25"
"7468",66001,2.82,NA,4.5,NA,NA,22,5,5,5,5,"HU12_19768","HU4_25"
"7469",66005,0.4,NA,81,NA,NA,6,5,5,5,5,"HU12_19628","HU4_53"
"7470",66035,0.35,NA,41.5,NA,NA,2,2,2,2,2,"HU12_10197","HU4_53"
"7471",66119,0.4,101,NA,140,1.453,1,1,1,1,1,"HU12_13381","HU4_33"
"7472",66241,2.3275,NA,7.5,NA,NA,18,9,9,9,9,"HU12_10492","HU4_54"
"7473",66336,2.975,11.5,2.875,NA,430,10,10,10,10,10,"HU12_2078","HU4_62"
"7474",66340,0.8,66.75,29.1,NA,910,4,4,4,4,4,"HU12_2014","HU4_62"
"7475",66367,0.9725,43.75,24.725,NA,880,4,4,4,4,4,"HU12_2247","HU4_64"
"7476",66406,1.2,NA,NA,NA,NA,2,13,13,13,13,"HU12_20286","HU4_3"
"7477",66421,2.3,NA,5.56,NA,NA,1,1,1,1,1,"HU12_16540","HU4_9"
"7478",66535,4.175,NA,3.6,NA,NA,2,2,2,2,2,"HU12_16963","HU4_13"
"7479",66615,2.5375,NA,4.405,NA,NA,2,2,2,2,2,"HU12_14777","HU4_28"
"7480",66739,0.6858,NA,1.75,NA,NA,2,2,2,2,2,"HU12_13673","HU4_31"
"7481",66949,3.15,NA,4,NA,NA,1,1,1,1,1,"HU12_10799","HU4_25"
"7482",66962,3.275,NA,3.625,NA,NA,8,8,8,8,8,"HU12_10864","HU4_25"
"7483",66976,1.1,NA,NA,NA,685,1,1,1,1,1,"HU12_13963","HU4_25"
"7484",66981,2.595,NA,6,NA,NA,8,5,5,5,5,"HU12_10941","HU4_25"
"7485",67008,2.1,NA,8.9,NA,NA,3,3,3,3,3,"HU12_10855","HU4_25"
"7486",67016,2.44,NA,8,NA,NA,15,2,2,2,2,"HU12_14493","HU4_25"
"7487",67017,1.66,NA,20.25,NA,NA,6,2,2,2,2,"HU12_10763","HU4_25"
"7488",67054,0.535,NA,65.925,NA,NA,4,4,4,4,4,"HU12_9943","HU4_53"
"7489",67057,0.2325,NA,86.7,NA,NA,2,2,2,2,2,"HU12_10167","HU4_53"
"7490",67262,0.3,NA,162,NA,NA,1,1,1,1,1,"HU12_10572","HU4_54"
"7491",67429,1.34,26,10.45,NA,640,7,7,7,7,7,"HU12_1550","HU4_67"
"7492",67557,3.1,NA,NA,NA,NA,1,2,2,2,2,"HU12_16089","HU4_12"
"7493",67615,1.3,NA,NA,NA,NA,2,2,2,2,2,"HU12_20219","HU4_16"
"7494",67715,3.5052,NA,4,NA,NA,2,1,1,1,1,"HU12_12268","HU4_37"
"7495",67721,1.2134,NA,NA,NA,NA,2,2,2,2,2,"HU12_12274","HU4_37"
"7496",67759,2.2479,13,NA,NA,NA,2,1,1,1,1,"HU12_12644","HU4_30"
"7497",67777,2.3622,NA,NA,NA,NA,13,12,12,12,12,"HU12_19974","HU4_40"
"7498",67847,3.3,NA,2,15,600,1,1,1,1,1,"HU12_16022","HU4_5"
"7499",67985,1.135,NA,3.15,NA,NA,8,8,8,8,8,"HU12_10861","HU4_25"
"7500",67992,3.7,NA,6.5,NA,NA,1,1,1,1,1,"HU12_10674","HU4_25"
"7501",67995,3.81,NA,3,NA,NA,10,4,4,4,4,"HU12_14536","HU4_25"
"7502",67996,1.22,NA,3.6,NA,NA,3,3,3,3,3,"HU12_10906","HU4_25"
"7503",68041,0.675,NA,38.4425,NA,NA,4,2,2,2,2,"HU12_10400","HU4_53"
"7504",68059,0.67,NA,72.8,NA,NA,2,2,2,2,2,"HU12_9448","HU4_53"
"7505",68062,2.85,NA,5.825,NA,NA,2,2,2,2,2,"HU12_10664","HU4_53"
"7506",68075,1.019,NA,33,NA,NA,10,10,10,10,10,"HU12_10922","HU4_29"
"7507",68331,2,NA,5,NA,NA,5,1,1,1,1,"OUT_OF_HU12","OUT_OF_HU4"
"7508",68332,2.4,NA,9,NA,NA,9,9,9,9,9,"HU12_10470","HU4_54"
"7509",68334,2.3825,16,NA,11,666,2,1,1,1,1,"HU12_14446","HU4_26"
"7510",68485,1.6,2,5.6,NA,NA,1,1,1,1,1,"HU12_16382","HU4_7"
"7511",68549,3.5,NA,NA,10,500,1,1,1,1,1,"HU12_16089","HU4_12"
"7512",68586,1.5,100,NA,33,NA,1,1,1,1,1,"HU12_17323","HU4_13"
"7513",68653,2,17,NA,85.372,831,1,1,1,1,1,"HU12_13234","HU4_24"
"7514",68958,1.905,NA,NA,NA,NA,12,12,12,12,12,"HU12_10863","HU4_25"
"7515",69015,0.9,NA,NA,NA,NA,4,4,4,4,4,"HU12_10852","HU4_25"
"7516",69020,0.55,NA,NA,NA,NA,6,7,7,7,7,"HU12_10859","HU4_25"
"7517",69034,1.5,NA,257,NA,NA,1,1,1,1,1,"HU12_10175","HU4_53"
"7518",69085,1.52,NA,22,NA,NA,11,11,11,11,11,"HU12_10967","HU4_29"
"7519",69294,1.46,NA,19.75,NA,NA,2,2,2,2,2,"HU12_19702","HU4_54"
"7520",69333,4.2675,NA,NA,NA,NA,20,5,5,5,5,"HU12_10459","HU4_54"
"7521",69345,4.85,NA,NA,NA,440,2,2,2,2,2,"HU12_14174","HU4_26"
"7522",69449,10,NA,NA,NA,NA,1,2,2,2,2,"HU12_18379","HU4_2"
"7523",69489,10.8,NA,NA,NA,NA,1,2,2,2,2,"HU12_17004","HU4_9"
"7524",69496,5.76274,NA,NA,NA,NA,2,2,2,2,2,"HU12_16378","HU4_7"
"7525",69512,4.5,10,NA,NA,NA,1,1,1,1,1,"HU12_16651","HU4_10"
"7526",69532,1.3,32,24,NA,1020,1,1,1,1,1,"HU12_16282","HU4_11"
"7527",69534,3.5,16.95,3.45,NA,NA,5,4,4,4,4,"HU12_16332","HU4_11"
"7528",69546,1.7,20.5,NA,NA,NA,1,1,1,1,1,"HU12_16294","HU4_11"
"7529",69882,1.95,NA,NA,NA,NA,1,21,21,21,21,"HU12_15996","HU4_5"
"7530",69891,0.65,NA,8.85,67.5,NA,1,2,2,2,2,"HU12_15912","HU4_5"
"7531",70034,2.82,NA,5.15,NA,NA,9,3,3,3,3,"HU12_10957","HU4_25"
"7532",70049,0.46,NA,NA,NA,NA,21,4,4,4,4,"HU12_10851","HU4_25"
"7533",70053,5.7175,NA,2.245,NA,NA,14,1,1,1,1,"HU12_13945","HU4_25"
"7534",70058,1.51,NA,19,NA,NA,4,3,3,3,3,"HU12_11053","HU4_25"
"7535",70116,0.3,NA,120,NA,NA,4,1,1,1,1,"HU12_10401","HU4_53"
"7536",70351,4.27,NA,NA,NA,1794.5,3,2,2,2,2,"HU12_14446","HU4_26"
"7537",70357,2,NA,6.15,NA,NA,1,1,1,1,1,"HU12_13940","HU4_26"
"7538",70547,1.5,NA,3.3,NA,NA,1,1,1,1,1,"HU12_16658","HU4_10"
"7539",70578,2.5,NA,NA,NA,NA,1,2,2,2,2,"HU12_17298","HU4_12"
"7540",70604,1.04,NA,NA,NA,NA,2,14,14,14,14,"HU12_16799","HU4_13"
"7541",70715,3.7338,NA,NA,NA,NA,4,4,4,4,4,"HU12_13029","HU4_32"
"7542",70807,3.95,13,NA,14,289,1,1,1,1,1,"HU12_13683","HU4_31"
"7543",70855,0.325,200,NA,NA,NA,2,3,3,3,3,"HU12_15490","HU4_23"
"7544",70859,0.525,NA,52.85,67.5,NA,2,2,2,2,2,"HU12_15533","HU4_23"
"7545",71016,3.225,NA,5.75,NA,NA,10,2,2,2,2,"HU12_10449","HU4_25"
"7546",71026,1.145,NA,40.5,NA,NA,6,6,6,6,6,"HU12_10961","HU4_25"
"7547",71058,2.2,NA,9.99,NA,NA,3,3,3,3,3,"HU12_10809","HU4_25"
"7548",71080,3.1625,NA,3,NA,NA,6,1,1,1,1,"HU12_19760","HU4_25"
"7549",71100,1.22,NA,20,NA,NA,19,11,11,11,11,"HU12_10387","HU4_53"
"7550",71126,2.012,NA,9.8,NA,NA,5,5,5,5,5,"HU12_10968","HU4_29"
"7551",71277,0.775,54,32.3,NA,742.5,10,10,10,10,10,"HU12_1598","HU4_51"
"7552",71361,2.745,NA,4,NA,NA,5,5,5,5,5,"HU12_19698","HU4_54"
"7553",71490,2,NA,NA,79,NA,1,2,2,2,2,"HU12_17696","HU4_2"
"7554",71508,2.46,8,NA,22,394,1,1,1,1,1,"HU12_17780","HU4_3"
"7555",71584,2,NA,NA,NA,NA,1,2,2,2,2,"HU12_16086","HU4_12"
"7556",71592,5.5,NA,7.2,5.5,500,1,1,1,1,1,"HU12_17262","HU4_12"
"7557",71691,0.66,16,NA,33,364,1,1,1,1,1,"HU12_14839","HU4_24"
"7558",71790,3.429,NA,NA,NA,NA,14,12,12,12,12,"HU12_13713","HU4_31"
"7559",71996,7.005,NA,2.5,NA,NA,4,4,4,4,4,"HU12_13955","HU4_25"
"7560",72016,0.71,NA,13.14,NA,1120,3,3,3,3,3,"HU12_14486","HU4_25"
"7561",72054,2.325,NA,5,NA,NA,4,2,2,2,2,"HU12_11049","HU4_25"
"7562",72107,0.2,NA,133.4,NA,NA,2,2,2,2,2,"HU12_19554","HU4_53"
"7563",72123,0.325,NA,NA,NA,NA,2,2,2,2,2,"HU12_11160","HU4_29"
"7564",72180,2.73,NA,NA,51.22347525,433,1,1,1,1,1,"HU12_13413","HU4_33"
"7565",72329,2.42,NA,9,NA,NA,11,3,3,3,3,"HU12_10490","HU4_54"
"7566",72565,1.2,160,21.4,NA,580,1,1,1,1,1,"HU12_16646","HU4_10"
"7567",72579,1.015,30,NA,NA,NA,1,1,1,1,1,"HU12_16261","HU4_11"
"7568",72614,0.6,NA,11.7,20,NA,1,1,1,1,1,"HU12_20177","HU4_12"
"7569",72724,5.42,5,NA,6,413,1,1,1,1,1,"HU12_12903","HU4_32"
"7570",72832,4.45,5,NA,11,563,1,1,1,1,1,"HU12_12578","HU4_39"
"7571",73041,0.3,NA,159.35,NA,NA,3,3,3,3,3,"HU12_10855","HU4_25"
"7572",73059,3.275,NA,2.25,NA,NA,2,2,2,2,2,"HU12_10858","HU4_25"
"7573",73077,1.07,NA,3.2,NA,NA,1,1,1,1,1,"HU12_19730","HU4_25"
"7574",73287,0.985,60,31.1,NA,NA,15,15,15,15,15,"HU12_2441","HU4_60"
"7575",73407,0.4572,NA,80,NA,NA,1,1,1,1,1,"HU12_10521","HU4_54"
"7576",73542,4.5,10,NA,16,130,1,1,1,1,1,"HU12_18406","HU4_2"
"7577",73621,1,NA,26.8,NA,NA,1,1,1,1,1,"HU12_16653","HU4_10"
"7578",73633,1.6,NA,11,NA,NA,1,1,1,1,1,"HU12_16309","HU4_11"
"7579",73662,5.1,NA,NA,15,300,1,1,1,1,1,"HU12_17377","HU4_12"
"7580",73671,0.8,250,40.2,NA,NA,1,1,1,1,1,"HU12_16963","HU4_13"
"7581",73818,1.9125,NA,8.79,NA,NA,2,2,2,2,2,"HU12_14778","HU4_28"
"7582",73826,4.3053,NA,4.5,NA,NA,4,9,9,9,9,"HU12_12273","HU4_37"
"7583",73864,2.7432,8,NA,NA,NA,15,1,1,1,1,"HU12_12693","HU4_30"
"7584",74139,2.04,NA,6,NA,NA,4,2,2,2,2,"HU12_11047","HU4_25"
"7585",74155,1.98,NA,7.25,NA,NA,5,4,4,4,4,"HU12_14472","HU4_25"
"7586",74160,4.6,NA,3.5,NA,NA,20,5,5,5,5,"HU12_19767","HU4_25"
"7587",74173,6.1,NA,2,NA,NA,15,7,7,7,7,"HU12_19765","HU4_25"
"7588",74184,1.7,NA,NA,NA,436,1,1,1,1,1,"HU12_14485","HU4_25"
"7589",74217,0.625,NA,27.5,NA,NA,4,4,4,4,4,"HU12_10969","HU4_29"
"7590",74438,2.515,NA,6.5,NA,NA,22,12,12,12,12,"HU12_10463","HU4_54"
"7591",74462,1.8,NA,NA,NA,732,3,2,2,2,2,"HU12_14446","HU4_26"
"7592",74470,2.59,NA,7.5825,NA,819.75,5,2,2,2,2,"HU12_14447","HU4_26"
"7593",74509,0.87,42,21.95,NA,840,11,11,11,11,11,"HU12_1991","HU4_63"
"7594",74713,8.375,NA,NA,NA,NA,2,8,8,8,8,"HU12_16089","HU4_12"
"7595",74719,0.32,100,8.1,40,NA,1,1,1,1,1,"HU12_17431","HU4_12"
"7596",74764,1.85,NA,NA,NA,NA,2,2,2,2,2,"HU12_17482","HU4_16"
"7597",74796,2.55,16,NA,9,458,1,1,1,1,1,"HU12_15070","HU4_18"
"7598",74848,1.85,NA,NA,66.07428784,405,1,1,1,1,1,"HU12_13233","HU4_24"
"7599",74894,4.7244,NA,4.15,NA,NA,13,10,10,10,10,"HU12_6542","HU4_37"
"7600",75009,5.4,NA,2.08,NA,NA,1,1,1,1,1,"HU12_15986","HU4_5"
"7601",75026,3.6,NA,2.9,22,400,1,1,1,1,1,"HU12_16051","HU4_5"
"7602",75162,0.985,NA,3.25,NA,NA,2,2,2,2,2,"HU12_11049","HU4_25"
"7603",75166,3.225,NA,4,NA,NA,2,2,2,2,2,"HU12_10824","HU4_25"
"7604",75167,3.355,NA,7.5,NA,NA,3,2,2,2,2,"HU12_11029","HU4_25"
"7605",75175,2.465,NA,3.3025,NA,NA,2,2,2,2,2,"HU12_13963","HU4_25"
"7606",75192,1.22,NA,30,NA,NA,9,5,5,5,5,"HU12_10867","HU4_25"
"7607",75205,5.1375,NA,1.46,NA,671.75,2,2,2,2,2,"HU12_14544","HU4_25"
"7608",75223,0.5,NA,NA,NA,NA,7,7,7,7,7,"HU12_10861","HU4_25"
"7609",75244,1.815,NA,9,NA,NA,2,2,2,2,2,"HU12_10388","HU4_53"
"7610",75245,1.25,NA,18.15,NA,NA,2,2,2,2,2,"HU12_10662","HU4_53"
"7611",75267,0.83,NA,33.8,NA,NA,2,2,2,2,2,"HU12_11160","HU4_29"
"7612",75275,0.916,NA,NA,NA,NA,6,6,6,6,6,"HU12_10968","HU4_29"
"7613",75277,0.755,NA,10.55,NA,NA,4,4,4,4,4,"HU12_10969","HU4_29"
"7614",75517,1.83,NA,4.9,NA,NA,1,1,1,1,1,"HU12_14117","HU4_54"
"7615",75529,3.28,NA,6,NA,NA,7,3,3,3,3,"HU12_14322","HU4_54"
"7616",75577,4.45,NA,1,NA,371,2,1,1,1,1,"HU12_13942","HU4_26"
"7617",75592,0.2,378,184.9,NA,2450,5,5,5,5,5,"HU12_1677","HU4_63"
"7618",75694,2.7,NA,3.85,NA,NA,1,1,1,1,1,"HU12_16514","HU4_8"
"7619",75728,2.66,10,NA,NA,NA,1,1,1,1,1,"HU12_16373","HU4_7"
"7620",75792,1.05,NA,NA,12.5,NA,2,2,2,2,2,"HU12_17323","HU4_13"
"7621",75953,1.15,51,NA,26,1224,1,1,1,1,1,"HU12_6401","HU4_37"
"7622",75969,3.81,NA,NA,NA,NA,1,1,1,1,1,"HU12_12271","HU4_37"
"7623",75976,3.2004,9,NA,NA,NA,29,4,4,4,4,"HU12_12699","HU4_30"
"7624",76048,2.5908,NA,1.65,NA,NA,6,4,4,4,4,"HU12_19258","HU4_41"
"7625",76061,0.35,100,22.4,30,NA,1,1,1,1,1,"HU12_15573","HU4_23"
"7626",76078,5.8,NA,NA,15,NA,1,1,1,1,1,"HU12_16162","HU4_5"
"7627",76191,0.3875,NA,NA,NA,NA,12,12,12,12,12,"HU12_19613","HU4_25"
"7628",76212,0.835,NA,6.15,NA,NA,2,2,2,2,2,"HU12_10860","HU4_25"
"7629",76238,5.33,NA,1.6,NA,NA,17,7,7,7,7,"HU12_11065","HU4_25"
"7630",76241,4.3,NA,4,NA,NA,5,5,5,5,5,"HU12_10799","HU4_25"
"7631",76267,1.5,NA,23.5,NA,NA,1,1,1,1,1,"HU12_10867","HU4_25"
"7632",76283,0.8,NA,NA,NA,NA,12,12,12,12,12,"HU12_19631","HU4_53"
"7633",76348,1.425,NA,NA,NA,NA,2,2,2,2,2,"HU12_13105","HU4_27"
"7634",76530,4.04,NA,3,NA,NA,12,9,9,9,9,"HU12_10463","HU4_54"
"7635",76714,4,NA,1.97,NA,NA,1,1,1,1,1,"HU12_16763","HU4_6"
"7636",76755,1,25,NA,NA,358,1,1,1,1,1,"HU12_16390","HU4_7"
"7637",76789,3.655,5.5,NA,6.5,203.5,1,1,1,1,1,"HU12_16279","HU4_11"
"7638",76798,3,15,11,NA,500,1,1,1,1,1,"HU12_16408","HU4_11"
"7639",76835,2.9,NA,NA,15,300,1,1,1,1,1,"HU12_17321","HU4_13"
"7640",76883,6.8,9,NA,8,475,1,1,1,1,1,"HU12_8373","HU4_18"
"7641",77002,2.286,NA,17,NA,NA,2,1,1,1,1,"HU12_19885","HU4_37"
"7642",77121,1.8,NA,NA,NA,NA,1,2,2,2,2,"HU12_16159","HU4_5"
"7643",77263,2.32,NA,5.4375,NA,481.25,2,2,2,2,2,"HU12_13964","HU4_25"
"7644",77280,2.57,NA,10.5,NA,NA,2,2,2,2,2,"HU12_11081","HU4_25"
"7645",77296,3.05,NA,4,NA,NA,3,2,2,2,2,"HU12_13946","HU4_25"
"7646",77306,0.555,NA,82,NA,NA,2,2,2,2,2,"HU12_10961","HU4_25"
"7647",77315,1.9,NA,NA,NA,NA,11,10,10,10,10,"HU12_10856","HU4_25"
"7648",77359,0.53,NA,22,NA,NA,7,3,3,3,3,"HU12_10546","HU4_53"
"7649",77393,1.5,NA,NA,NA,NA,2,2,2,2,2,"HU12_11156","HU4_29"
"7650",77437,0.6,6,NA,154.5918431,436,1,1,1,1,1,"HU12_13364","HU4_33"
"7651",77610,1.4075,NA,12,NA,NA,6,4,4,4,4,"HU12_10491","HU4_54"
"7652",77649,3.58,NA,NA,NA,NA,3,2,2,2,2,"HU12_14172","HU4_26"
"7653",77874,1.5,NA,9.1,30,NA,1,1,1,1,1,"HU12_16868","HU4_12"
"7654",77877,3.6,NA,5,5,NA,1,1,1,1,1,"HU12_16872","HU4_12"
"7655",78062,2,NA,11.809,NA,NA,1,1,1,1,1,"HU12_12362","HU4_37"
"7656",78099,2.5908,NA,NA,NA,NA,12,2,2,2,2,"HU12_19969","HU4_40"
"7657",78348,1.05,NA,53.4,NA,NA,2,2,2,2,2,"HU12_19746","HU4_25"
"7658",78360,1.2975,NA,9,NA,NA,2,2,2,2,2,"HU12_11063","HU4_25"
"7659",78374,3.275,NA,3.13,NA,NA,21,1,1,1,1,"HU12_13971","HU4_25"
"7660",78404,0.7,NA,40,NA,NA,7,7,7,7,7,"HU12_19626","HU4_53"
"7661",78407,2.13,NA,10,NA,NA,14,1,1,1,1,"HU12_10689","HU4_53"
"7662",78419,0.5925,NA,76,NA,NA,8,6,6,6,6,"HU12_19632","HU4_53"
"7663",78420,0.4,NA,150,NA,NA,1,1,1,1,1,"HU12_19623","HU4_53"
"7664",78421,2.665,NA,NA,NA,718,19,4,4,4,4,"HU12_10199","HU4_53"
"7665",78434,0.5,NA,49,NA,NA,7,7,7,7,7,"HU12_10193","HU4_53"
"7666",78439,0.75,NA,3.725,NA,NA,2,2,2,2,2,"HU12_11160","HU4_29"
"7667",78447,0.5,NA,22,NA,NA,9,9,9,9,9,"HU12_10969","HU4_29"
"7668",78489,4.3,NA,NA,18.54329726,275,1,1,1,1,1,"HU12_13131","HU4_27"
"7669",78556,2.82,17.5,5.85,NA,655,4,4,4,4,4,"HU12_18802","HU4_60"
"7670",78634,0.95,34,17,NA,555,13,13,13,13,13,"HU12_833","HU4_51"
"7671",78669,2.675,NA,6.5,NA,NA,8,2,2,2,2,"HU12_10490","HU4_54"
"7672",78671,3.05,NA,6,NA,NA,1,1,1,1,1,"HU12_14325","HU4_54"
"7673",78683,2.59,NA,4,NA,NA,2,2,2,2,2,"HU12_14325","HU4_54"
"7674",78711,2.3,NA,8,NA,NA,3,3,3,3,3,"HU12_13989","HU4_54"
"7675",78717,2.3,NA,4.25,NA,NA,5,4,4,4,4,"HU12_10487","HU4_54"
"7676",78721,2.245,NA,7.92,NA,NA,2,1,1,1,1,"HU12_10488","HU4_54"
"7677",78762,3.81,NA,NA,NA,NA,3,2,2,2,2,"HU12_14446","HU4_26"
"7678",78765,3,NA,4.77,NA,NA,1,1,1,1,1,"HU12_14426","HU4_26"
"7679",79019,2.6,NA,6.17,NA,NA,1,1,1,1,1,"HU12_17321","HU4_13"
"7680",79021,1.575,NA,9.475,12.5,NA,2,2,2,2,2,"HU12_16971","HU4_13"
"7681",79022,1.2,NA,9.1,40,1350,1,1,1,1,1,"HU12_19529","HU4_13"
"7682",79164,3.81,NA,NA,NA,NA,7,4,4,4,4,"HU12_12363","HU4_37"
"7683",79249,1.79,200,10.1,30,900,1,1,1,1,1,"HU12_15473","HU4_42"
"7684",79250,2.1,NA,12.3,30,NA,1,1,1,1,1,"HU12_15528","HU4_23"
"7685",79404,0.5,NA,63,NA,NA,5,5,5,5,5,"HU12_10851","HU4_25"
"7686",79412,3.6,NA,4,NA,NA,7,7,7,7,7,"HU12_10906","HU4_25"
"7687",79413,0.4375,NA,96.75,NA,NA,2,2,2,2,2,"HU12_10859","HU4_25"
"7688",79429,0.48,NA,129.75,NA,NA,2,2,2,2,2,"HU12_11116","HU4_25"
"7689",79432,0.91,NA,2.75,NA,NA,6,4,4,4,4,"HU12_10763","HU4_25"
"7690",79437,2.7,NA,NA,NA,354,1,1,1,1,1,"HU12_14485","HU4_25"
"7691",79441,1.4825,NA,13.2675,NA,NA,6,2,2,2,2,"HU12_11031","HU4_25"
"7692",79451,3.715,NA,3,NA,NA,8,12,12,12,12,"HU12_14497","HU4_25"
"7693",79457,4.72,NA,4.5,NA,NA,21,12,12,12,12,"HU12_14496","HU4_25"
"7694",79461,3.96,NA,2.4,NA,NA,4,1,1,1,1,"HU12_10799","HU4_25"
"7695",79488,0.4875,NA,NA,NA,NA,8,9,9,9,9,"HU12_10198","HU4_53"
"7696",79503,2.3875,NA,NA,NA,NA,4,3,3,3,3,"HU12_19627","HU4_53"
"7697",79591,0.88,31,NA,69.84991816,NA,1,1,1,1,1,"HU12_13371","HU4_33"
"7698",79728,0.28,111,NA,10,773,1,1,1,1,1,"HU12_1329","HU4_52"
"7699",79761,2.1,NA,9.5,NA,NA,15,6,6,6,6,"HU12_19698","HU4_54"
