"","lagoslakeid","tp","tn_combined","chla","sampledate","sampleyear","samplemonth","monthday","eventida1087","programname","secchi","var_num","hu4_zoneid","groups","random25_holdout","random75_holdout","hu4_ag50_holdout","hu4_random50_holdout","hu4_strat75_holdout","cluster_strat75_holdout","cluster_random50_holdout"
"9641",118166,NA,500,5.6,"2010-08-26",2010,8,826,277176,"NY_LCI_CHEM",3,3,"HU4_12",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9642",118204,NA,NA,87.5,"2004-07-26",2004,7,726,277184,"NY_LCI_CHEM",0.8,2,"HU4_12",1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9643",118218,25,441,NA,"2007-09-05",2007,9,905,277206,"EPA_NLA_CHEM",1.05,3,"HU4_13",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9644",118318,NA,NA,NA,"1992-06-28",NA,NA,NA,NA,NA,4.42,1,"HU4_28",2,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"9645",118380,NA,NA,NA,"1990-07-01",NA,NA,NA,NA,NA,4.572,1,"HU4_37",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9646",118427,16,NA,NA,"2005-09-03",2005,9,903,277219,"MI_CORPS_CHEM",2.7432,2,"HU4_31",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9647",118459,NA,NA,NA,"1999-06-19",NA,NA,NA,NA,NA,3.81,1,"HU4_39",2,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"9648",118686,NA,NA,NA,"2008-06-17",NA,NA,NA,NA,NA,0.46,1,"HU4_25",1,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"9649",118719,NA,NA,8.07,"2001-06-30",2001,6,630,277286,"MN_MPCA_CHEM_1999_2012",1.7,2,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9650",118723,NA,NA,NA,"2007-08-23",NA,NA,NA,NA,NA,0.15,1,"HU4_25",2,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA
"9651",118752,NA,NA,1,"2009-06-18",2009,6,618,277306,"MN_MPCA_CHEM_1999_2012",1.1,2,"HU4_53",2,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"9652",118753,NA,NA,466,"2006-08-02",2006,8,802,277319,"MN_MPCA_CHEM_1999_2012",NA,1,"HU4_53",2,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA
"9653",118771,NA,NA,NA,"2005-08-31",NA,NA,NA,NA,NA,0.61,1,"HU4_53",1,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9654",118775,NA,NA,41,"1999-06-21",1999,6,621,277324,"MN_MPCA_CHEM_1999_2012",1.6,2,"HU4_53",1,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9655",118786,NA,NA,138,"2000-07-17",2000,7,717,277410,"MN_MPCA_CHEM_1999_2012",0.31,2,"HU4_29",2,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"9656",118966,NA,NA,3,"1999-06-21",1999,6,621,277500,"MN_MPCA_CHEM_1999_2012",4.88,2,"HU4_54",1,TRUE,FALSE,NA,FALSE,TRUE,TRUE,NA
"9657",118973,NA,NA,8,"2011-06-15",2011,6,615,277566,"MN_MPCA_CHEM_1999_2012",2.4,2,"HU4_54",2,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9658",118996,NA,NA,4,"2008-06-22",2008,6,622,277577,"MN_MPCA_CHEM_1999_2012",3.66,2,"HU4_54",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9659",119002,NA,NA,23,"2009-06-23",2009,6,623,277589,"MN_MPCA_CHEM_1999_2012",1.7,2,"HU4_54",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9660",119008,NA,NA,NA,"2005-09-11",NA,NA,NA,NA,NA,5.33,1,"HU4_26",2,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"9661",119009,NA,NA,NA,"2004-07-27",NA,NA,NA,NA,NA,3.26,1,"HU4_26",4,FALSE,FALSE,NA,TRUE,FALSE,TRUE,NA
"9662",119015,NA,NA,NA,"2004-08-27",NA,NA,NA,NA,NA,1.71,1,"HU4_26",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9663",119024,NA,NA,1.35,"2010-06-17",2010,6,617,277601,"MN_MPCA_CHEM_1999_2012",3.7,2,"HU4_26",1,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"9664",119027,NA,NA,NA,"1993-07-31",NA,NA,NA,NA,NA,4.88,1,"HU4_26",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9665",119108,287,1700,51.8,"1990-07-10",1990,7,710,277645,"MO_UM_SLAP_1978_2013",0.2,4,"HU4_65",1,TRUE,TRUE,NA,TRUE,FALSE,TRUE,NA
"9666",119188,5,NA,NA,"1999-07-15",1999,7,715,277699,"NH_LKTROPH_1995_2014",NA,1,"HU4_9",2,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9667",119222,9,318,NA,"2007-07-26",2007,7,726,277702,"EPA_NLA_CHEM",2.02,3,"HU4_10",1,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9668",119227,NA,NA,NA,"1992-08-02",1992,8,802,277703,"EPA_EMAP_CHEM",NA,0,"HU4_10",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9669",119265,9,537,NA,"2007-06-28",2007,6,628,277718,"EPA_NLA_CHEM",2.9,3,"HU4_12",3,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"9670",119315,NA,NA,NA,"2000-06-21",2000,6,621,277725,"NY_LCI_CHEM",4.7,1,"HU4_16",1,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"9671",119350,NA,NA,NA,"2006-06-24",NA,NA,NA,NA,NA,1.22,1,"HU4_28",1,FALSE,FALSE,NA,TRUE,TRUE,TRUE,NA
"9672",119361,23,700,3,"1999-07-13",1999,7,713,277732,"MN_GPR_CHEM",NA,3,"HU4_28",2,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9673",119364,NA,NA,6,"2011-07-10",2011,7,710,277773,"MN_MPCA_CHEM_1999_2012",2.3,2,"HU4_28",4,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9674",119405,7,569,NA,"2007-08-24",2007,8,824,277784,"EPA_NLA_CHEM",2.59,3,"HU4_32",2,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"9675",119450,NA,NA,NA,"1996-07-22",1996,7,722,277786,"MI_HAMILTON_KBS_CHEM",NA,0,"HU4_37",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9676",119511,12,NA,NA,"2003-09-13",2003,9,913,277805,"MI_CORPS_CHEM",3.81,2,"HU4_39",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9677",119574,3.4,NA,0.91,"2009-07-13",2009,7,713,278015,"NY_ADIRONDACK_1992",NA,2,"HU4_5",3,TRUE,FALSE,NA,FALSE,TRUE,TRUE,NA
"9678",119589,6,236,NA,"2007-08-29",2007,8,829,278050,"EPA_NLA_CHEM",7.3,3,"HU4_17",1,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9679",119725,NA,NA,5,"2003-06-23",2003,6,623,278054,"MN_MPCA_CHEM_1999_2012",3.2,2,"HU4_25",1,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"9680",119727,NA,NA,NA,"1999-06-24",NA,NA,NA,NA,NA,1.98,1,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9681",119746,NA,1014,5.42,"2007-07-19",2007,7,719,278101,"MN_MPCA_CHEM_1999_2012",0.8,3,"HU4_25",3,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"9682",119753,NA,NA,36.3,"2006-06-19",2006,6,619,278108,"MN_MPCA_CHEM_1999_2012",1.3,2,"HU4_25",1,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"9683",119754,NA,NA,16,"2010-06-27",2010,6,627,278189,"MN_MPCA_CHEM_1999_2012",0.76,2,"HU4_25",1,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9684",119767,NA,1044,10.17,"2009-06-17",2009,6,617,278305,"MN_MPCA_CHEM_1999_2012",1.35,3,"HU4_25",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9685",119768,NA,NA,NA,"2007-08-22",NA,NA,NA,NA,NA,9.14,1,"HU4_25",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9686",119773,NA,NA,NA,"2006-07-07",NA,NA,NA,NA,NA,0.76,1,"HU4_25",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9687",119789,NA,NA,3.19,"2006-06-22",2006,6,622,278353,"MN_MPCA_CHEM_1999_2012",4.27,2,"HU4_25",2,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA
"9688",119801,NA,NA,52,"2008-07-09",2008,7,709,278379,"MN_MPCA_CHEM_1999_2012",2.74,2,"HU4_53",2,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9689",119816,NA,NA,NA,"2009-06-22",NA,NA,NA,NA,NA,0.3,1,"HU4_53",4,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"9690",119834,NA,NA,74,"2005-06-23",2005,6,623,278396,"MN_MPCA_CHEM_1999_2012",0.76,2,"HU4_29",2,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"9691",119942,NA,NA,NA,"2008-07-16",NA,NA,NA,NA,NA,0.15,1,"HU4_56",2,TRUE,TRUE,NA,TRUE,FALSE,FALSE,NA
"9692",120059,NA,NA,NA,"2007-07-11",NA,NA,NA,NA,NA,1.22,1,"HU4_54",1,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA
"9693",120062,NA,NA,NA,"2010-07-28",NA,NA,NA,NA,NA,0.91,1,"HU4_54",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9694",120066,NA,NA,5,"2011-06-15",2011,6,615,278506,"MN_MPCA_CHEM_1999_2012",3.8,2,"HU4_54",2,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"9695",120067,NA,NA,5,"2009-06-25",2009,6,625,278517,"MN_MPCA_CHEM_1999_2012",4,2,"HU4_54",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9696",120075,NA,NA,52,"2009-06-23",2009,6,623,278528,"MN_MPCA_CHEM_1999_2012",0.5,2,"HU4_54",2,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9697",120080,NA,NA,4,"2008-06-26",2008,6,626,278540,"MN_MPCA_CHEM_1999_2012",2.74,2,"HU4_54",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9698",120102,NA,562,1.77,"2008-06-19",2008,6,619,278554,"MN_MPCA_CHEM_1999_2012",3,3,"HU4_26",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9699",120108,NA,504,1.33,"2008-07-07",2008,7,707,278565,"MN_MPCA_CHEM_1999_2012",5.2,3,"HU4_26",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9700",120111,NA,NA,NA,"2008-08-12",NA,NA,NA,NA,NA,2.29,1,"HU4_26",1,TRUE,FALSE,NA,TRUE,FALSE,TRUE,NA
"9701",120170,40,640,16.6,"1991-06-26",1991,6,626,278581,"MO_UM_SLAP_1978_2013",0.9,4,"HU4_65",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9702",120319,14.2,462.5,NA,"2005-06-23",2005,6,623,278706,"CT_POST_NUTRIENTS",3.75,3,"HU4_11",3,TRUE,TRUE,NA,FALSE,FALSE,FALSE,NA
"9703",120352,NA,800,4.1,"2008-09-10",2008,9,910,279008,"NY_LCI_CHEM",2.2,3,"HU4_12",1,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9704",120382,NA,500,NA,"2008-08-28",2008,8,828,279010,"NY_LCI_CHEM",NA,1,"HU4_13",3,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"9705",120456,NA,570,2.04,"2008-07-01",2008,7,701,279012,"MN_MPCA_CHEM_1999_2012",3,3,"HU4_28",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9706",120475,NA,677.5,NA,"2004-08-06",2004,8,806,279024,"WI_HANSON",1.2,2,"HU4_24",3,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9707",120528,33,845,NA,"2007-08-29",2007,8,829,279026,"EPA_NLA_CHEM",1.65,3,"HU4_37",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9708",120560,8,NA,NA,"2009-09-06",2009,9,906,279036,"MI_CORPS_CHEM",1.3716,2,"HU4_31",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9709",120584,NA,NA,NA,"1990-06-17",NA,NA,NA,NA,NA,1.6764,1,"HU4_39",3,TRUE,FALSE,NA,FALSE,TRUE,TRUE,NA
"9710",120636,5.19,NA,2.431,"2009-07-21",2009,7,721,279246,"NY_ADIRONDACK_1992",NA,2,"HU4_5",3,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA
"9711",120782,NA,NA,14.9,"2008-06-16",2008,6,616,279282,"MN_MPCA_CHEM_1999_2012",0.8,2,"HU4_25",1,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"9712",120792,NA,NA,3,"1999-06-20",1999,6,620,279292,"MN_MPCA_CHEM_1999_2012",3.51,2,"HU4_25",1,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA
"9713",120832,NA,385,1.47,"2008-07-01",2008,7,701,279340,"MN_MPCA_CHEM_1999_2012",4.1,3,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9714",120852,NA,NA,NA,"2005-07-11",NA,NA,NA,NA,NA,1.37,1,"HU4_25",4,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA
"9715",120911,NA,NA,71,"2009-06-27",2009,6,627,279352,"MN_MPCA_CHEM_1999_2012",0.4,2,"HU4_29",2,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9716",120935,NA,NA,5,"2007-06-24",2007,6,624,279361,"MN_MPCA_CHEM_1999_2012",1.37,2,"HU4_55",3,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"9717",120995,NA,NA,NA,"2010-06-28",NA,NA,NA,NA,NA,0.08,1,"HU4_57",2,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"9718",121089,33,880,30.1,"1990-06-26",1990,6,626,279721,"MO_UM_SLAP_1978_2013",0.9,4,"HU4_51",3,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"9719",121126,NA,NA,NA,"2004-07-27",NA,NA,NA,NA,NA,3.2,1,"HU4_54",1,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"9720",121136,NA,NA,9,"2011-07-21",2011,7,721,279747,"MN_MPCA_CHEM_1999_2012",1.2,2,"HU4_54",4,TRUE,FALSE,NA,FALSE,TRUE,TRUE,NA
"9721",121164,NA,NA,7,"2011-06-19",2011,6,619,279757,"MN_MPCA_CHEM_1999_2012",2.7,2,"HU4_54",2,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9722",121165,NA,NA,NA,"2008-08-14",NA,NA,NA,NA,NA,0.3,1,"HU4_54",2,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9723",121180,NA,NA,NA,"2008-07-30",NA,NA,NA,NA,NA,2.74,1,"HU4_26",1,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"9724",121236,53,1010,19.3,"1991-07-01",1991,7,701,279769,"MO_UM_SLAP_1978_2013",1,4,"HU4_62",3,FALSE,FALSE,NA,TRUE,FALSE,FALSE,NA
"9725",121371,23,444,NA,"2007-07-25",2007,7,725,279812,"EPA_NLA_CHEM",1.52,3,"HU4_10",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9726",121378,10,NA,2.6,"2005-09-13",2005,9,913,279813,"MA_DEP_2005_2010",7.7,3,"HU4_10",3,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9727",121398,6,NA,1.8,"1990-08-16",1990,8,816,279814,"CT_DEEP_CHEM_GRANT_PROGRAM",1.7,3,"HU4_11",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9728",121468,100,1500,23.5,"2009-08-04",2009,8,804,279817,"NY_LCI_CHEM",NA,3,"HU4_16",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9729",121856,NA,NA,4,"2009-06-18",2009,6,618,279829,"MN_MPCA_CHEM_1999_2012",2.6,2,"HU4_25",2,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9730",121858,NA,NA,NA,"2005-08-03",NA,NA,NA,NA,NA,3.35,1,"HU4_25",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9731",121869,NA,2340,18.6,"2000-06-20",2000,6,620,279845,"MN_MPCA_CHEM_1999_2012",2.3,3,"HU4_25",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9732",121874,NA,NA,8,"2004-07-21",2004,7,721,279996,"MN_MPCA_CHEM_1999_2012",1.22,2,"HU4_25",4,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9733",121914,NA,NA,NA,"2002-08-10",NA,NA,NA,NA,NA,2.44,1,"HU4_25",2,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"9734",121919,NA,NA,NA,"2009-08-27",NA,NA,NA,NA,NA,3.51,1,"HU4_25",3,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9735",121932,NA,NA,6,"2008-06-16",2008,6,616,280007,"MN_MPCA_CHEM_1999_2012",3.35,2,"HU4_53",1,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"9736",121933,NA,NA,NA,"2008-08-07",NA,NA,NA,NA,NA,1.37,1,"HU4_53",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9737",121973,NA,NA,37.5,"2001-06-24",2001,6,624,280021,"MN_MPCA_CHEM_1999_2012",0.76,2,"HU4_29",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9738",121982,NA,NA,11,"2000-06-19",2000,6,619,280042,"MN_MPCA_CHEM_1999_2012",1.3,2,"HU4_53",1,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"9739",122138,30,700,17.6,"1990-07-12",1990,7,712,280150,"MO_UM_SLAP_1978_2013",0.9,4,"HU4_51",2,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"9740",122207,NA,NA,1,"2001-07-11",2001,7,711,280176,"MN_MPCA_CHEM_1999_2012",NA,1,"HU4_54",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9741",122226,NA,NA,2,"2002-07-10",2002,7,710,280180,"MN_MPCA_CHEM_1999_2012",3.81,2,"HU4_54",2,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9742",122242,NA,714,3,"2009-06-30",2009,6,630,280230,"MN_MPCA_CHEM_1999_2012",4.4,3,"HU4_26",1,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"9743",122324,43,740,8.7,"1990-07-02",1990,7,702,280252,"MO_UM_SLAP_1978_2013",1,4,"HU4_64",1,TRUE,TRUE,NA,TRUE,FALSE,FALSE,NA
"9744",122351,NA,NA,4.1,"2000-08-02",2000,8,802,280310,"EPA_TIME_CHEM",2.05,2,"HU4_4",3,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"9745",122381,24,NA,NA,"1995-09-05",1995,9,905,280336,"NH_LKTROPH_1995_2014",NA,1,"HU4_9",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9746",122385,12,NA,NA,"1996-08-07",1996,8,807,280338,"NH_LKTROPH_1995_2014",NA,1,"HU4_7",3,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"9747",122392,10,NA,NA,"2000-08-10",2000,8,810,280339,"NH_LKTROPH_1995_2014",NA,1,"HU4_7",3,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9748",122399,18,361,NA,"2007-07-20",2007,7,720,280340,"EPA_NLA_CHEM",1.24,3,"HU4_7",3,FALSE,TRUE,NA,FALSE,FALSE,FALSE,NA
"9749",122428,NA,NA,NA,"2009-07-23",NA,NA,NA,NA,NA,2.3,1,"HU4_10",3,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9750",122435,8,NA,NA,"2005-08-24",2005,8,824,280345,"MA_DEP_2005_2010",5,2,"HU4_11",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9751",122442,NA,NA,NA,"1993-08-17",1993,8,817,280346,"EPA_EMAP_CHEM",NA,0,"HU4_11",1,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"9752",122517,11,640,3.1,"1990-06-25",1990,6,625,280381,"NY_CDEP_CATSKILL",3.7,4,"HU4_16",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9753",122534,NA,1000,4.8,"2009-08-11",2009,8,811,280670,"NY_LCI_CHEM",2,3,"HU4_18",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9754",122548,NA,NA,NA,"2005-07-13",NA,NA,NA,NA,NA,7.62,1,"HU4_28",NA,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9755",122616,NA,NA,NA,"1993-06-16",NA,NA,NA,NA,NA,1.8288,1,"HU4_37",3,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"9756",122626,21.1529579,NA,NA,"2005-08-22",2005,8,822,280679,"MI_HAMILTON_KBS_CHEM",NA,1,"HU4_37",4,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9757",122639,14.79400749,NA,13.924,"1998-09-04",1998,9,904,280775,"MI_HAMILTON_KBS_CHEM",3.25,3,"HU4_37",3,FALSE,FALSE,NA,TRUE,FALSE,TRUE,NA
"9758",122875,NA,NA,NA,"1992-06-21",NA,NA,NA,NA,NA,3.96,1,"HU4_25",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9759",122876,NA,NA,10.7,"2010-06-28",2010,6,628,280788,"MN_MPCA_CHEM_1999_2012",1.1,2,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9760",122891,NA,NA,NA,"2006-09-10",NA,NA,NA,NA,NA,1.83,1,"HU4_25",1,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9761",122900,NA,NA,NA,"2008-07-20",NA,NA,NA,NA,NA,2.29,1,"HU4_25",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9762",122904,NA,NA,4,"2008-06-16",2008,6,616,280798,"MN_MPCA_CHEM_1999_2012",3.9,2,"HU4_25",1,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9763",122915,NA,NA,NA,"2003-08-02",NA,NA,NA,NA,NA,1.37,1,"HU4_25",2,TRUE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9764",122917,NA,NA,45.8,"2011-06-29",2011,6,629,280808,"MN_MPCA_CHEM_1999_2012",0.5,2,"HU4_25",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9765",122935,NA,NA,6,"2008-06-29",2008,6,629,280818,"MN_MPCA_CHEM_1999_2012",2.29,2,"HU4_25",2,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9766",122952,NA,NA,NA,"1990-06-24",NA,NA,NA,NA,NA,4.72,1,"HU4_25",4,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9767",122954,NA,NA,NA,"2006-06-20",NA,NA,NA,NA,NA,2.29,1,"HU4_25",1,TRUE,TRUE,NA,FALSE,FALSE,TRUE,NA
"9768",122955,NA,NA,NA,"2010-08-26",NA,NA,NA,NA,NA,1.37,1,"HU4_25",3,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"9769",122956,NA,NA,10,"2000-07-10",2000,7,710,280833,"MN_MPCA_CHEM_1999_2012",1.8,2,"HU4_25",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9770",122961,NA,NA,7.4,"2007-06-18",2007,6,618,280857,"MN_MPCA_CHEM_1999_2012",1.4,2,"HU4_53",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9771",123003,NA,NA,125,"2000-07-17",2000,7,717,280879,"MN_MPCA_CHEM_1999_2012",0.46,2,"HU4_29",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9772",123223,NA,NA,4,"2009-06-15",2009,6,615,280967,"MN_MPCA_CHEM_1999_2012",2.6,2,"HU4_54",2,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9773",123232,NA,NA,NA,"1995-06-20",NA,NA,NA,NA,NA,3.51,1,"HU4_54",3,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA
"9774",123251,NA,NA,4,"2008-06-22",2008,6,622,280981,"MN_MPCA_CHEM_1999_2012",4.57,2,"HU4_54",1,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"9775",123253,NA,NA,NA,"2008-07-17",NA,NA,NA,NA,NA,5.49,1,"HU4_26",2,TRUE,FALSE,NA,TRUE,TRUE,TRUE,NA
"9776",123262,NA,NA,NA,"2010-06-29",NA,NA,NA,NA,NA,1.4,1,"HU4_26",4,FALSE,TRUE,NA,TRUE,FALSE,TRUE,NA
"9777",123264,NA,NA,NA,"2005-08-05",NA,NA,NA,NA,NA,1.37,1,"HU4_26",1,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9778",123271,NA,NA,NA,"1990-09-03",NA,NA,NA,NA,NA,2.74,1,"HU4_26",1,TRUE,TRUE,NA,TRUE,TRUE,FALSE,NA
"9779",123314,171,2080,134.8,"2001-06-25",2001,6,625,280995,"MO_UM_SLAP_1978_2013",0.44,4,"HU4_62",3,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9780",123328,20,640,8.2,"1990-07-11",1990,7,711,281018,"MO_UM_SLAP_1978_2013",1.4,4,"HU4_65",3,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9781",123410,NA,NA,NA,"1999-08-23",1999,8,823,281058,"EPA_TIME_CHEM",NA,0,"HU4_3",2,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9782",123422,24,NA,NA,"1999-07-13",1999,7,713,281061,"NH_LKTROPH_1995_2014",NA,1,"HU4_8",3,FALSE,FALSE,NA,FALSE,TRUE,TRUE,NA
"9783",123428,16,NA,NA,"2004-07-13",2004,7,713,281063,"NH_LKTROPH_1995_2014",NA,1,"HU4_9",4,FALSE,TRUE,NA,FALSE,FALSE,TRUE,NA
"9784",123501,60,NA,10,"2001-08-28",2001,8,828,281075,"CT_DEEP_CHEM_GRANT_PROGRAM",1,3,"HU4_11",3,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9785",123502,11,NA,4,"1990-08-09",1990,8,809,281077,"CT_DEEP_CHEM_GRANT_PROGRAM",2,3,"HU4_11",2,TRUE,TRUE,NA,FALSE,TRUE,FALSE,NA
"9786",123518,NA,NA,NA,"2007-07-12",2007,7,712,281084,"NY_LCI_CHEM",NA,0,"HU4_12",2,FALSE,TRUE,NA,TRUE,TRUE,FALSE,NA
"9787",123519,5.28,NA,2.471,"2009-07-16",2009,7,716,281288,"NY_ADIRONDACK_1992",NA,2,"HU4_12",2,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA
"9788",123545,197,2297,NA,"2007-09-07",2007,9,907,281319,"EPA_NLA_CHEM",0.55,3,"HU4_13",3,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA
