"lagoslakeid","tp","tn_combined","chla","sampledate","sampleyear","samplemonth","monthday","eventida1087","programname","secchi","var_num","hu4_zoneid","random25_holdout","random75_holdout","hu4_ag50_holdout","hu4_random50_holdout","hu4_strat75_holdout"
94014,NA,NA,10,2001-06-17,2001,6,"0617",264764,"MN_MPCA_CHEM_1999_2012",2.13,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
94023,NA,NA,93,2000-06-19,2000,6,"0619",264791,"MN_MPCA_CHEM_1999_2012",0.3,2,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
94028,NA,NA,53,2000-06-21,2000,6,"0621",264874,"MN_MPCA_CHEM_1999_2012",0.6,2,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
94052,NA,690,5.73,2010-06-29,2010,6,"0629",264882,"MN_MPCA_CHEM_1999_2012",1.9,3,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
94053,NA,590,15.13,2010-07-21,2010,7,"0721",264892,"MN_MPCA_CHEM_1999_2012",1.6,3,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
94058,NA,NA,NA,2003-06-22,NA,NA,NA,NA,NA,0.91,1,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
94064,NA,NA,NA,2006-06-18,NA,NA,NA,NA,NA,1.37,1,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
94084,NA,NA,69,2002-06-26,2002,6,"0626",264900,"MN_MPCA_CHEM_1999_2012",0.9,2,"HU4_53",FALSE,FALSE,TRUE,TRUE,FALSE
94086,NA,NA,NA,2008-07-24,NA,NA,NA,NA,NA,0.53,1,"HU4_53",TRUE,TRUE,TRUE,TRUE,TRUE
94087,NA,NA,119,2003-08-26,2003,8,"0826",264936,"MN_MPCA_CHEM_1999_2012",0.2,2,"HU4_53",FALSE,TRUE,TRUE,TRUE,TRUE
94111,NA,NA,1.3,2004-06-25,2004,6,"0625",264942,"MN_MPCA_CHEM_1999_2012",3.81,2,"HU4_29",TRUE,TRUE,FALSE,TRUE,TRUE
94134,NA,NA,NA,2001-06-20,NA,NA,NA,NA,NA,0.46,1,"HU4_55",TRUE,TRUE,TRUE,TRUE,TRUE
94309,NA,NA,8,2011-06-27,2011,6,"0627",264980,"MN_MPCA_CHEM_1999_2012",1.5,2,"HU4_54",FALSE,TRUE,TRUE,TRUE,TRUE
94348,NA,NA,NA,2011-08-03,NA,NA,NA,NA,NA,2.3,1,"HU4_26",TRUE,FALSE,FALSE,FALSE,FALSE
94356,NA,NA,NA,2004-06-15,NA,NA,NA,NA,NA,1.83,1,"HU4_26",FALSE,FALSE,FALSE,FALSE,FALSE
94369,NA,NA,NA,2005-07-24,NA,NA,NA,NA,NA,1.68,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,FALSE
94401,36,990,44,1999-06-22,1999,6,"0622",264990,"MO_UM_SLAP_1978_2013",0.75,4,"HU4_62",FALSE,TRUE,TRUE,FALSE,TRUE
94402,NA,NA,NA,1993-07-28,NA,NA,NA,NA,NA,4.11,1,"HU4_26",FALSE,FALSE,FALSE,FALSE,TRUE
94414,29,740,36.8,1991-06-25,1991,6,"0625",265052,"MO_UM_SLAP_1978_2013",0.6,4,"HU4_65",FALSE,TRUE,TRUE,FALSE,TRUE
94484,12,NA,NA,1997-08-27,1997,8,"0827",265143,"NH_LKTROPH_1995_2014",NA,1,"HU4_9",TRUE,TRUE,FALSE,FALSE,TRUE
94485,NA,NA,NA,1991-07-18,1991,7,"0718",265146,"EPA_EMAP_CHEM",NA,0,"HU4_9",FALSE,FALSE,FALSE,FALSE,TRUE
94506,15,NA,NA,1998-08-19,1998,8,"0819",265148,"NH_LKTROPH_1995_2014",NA,1,"HU4_7",FALSE,TRUE,FALSE,TRUE,FALSE
94816,13,NA,NA,2003-09-14,2003,9,"0914",265156,"MI_CORPS_CHEM",NA,1,"HU4_39",FALSE,FALSE,FALSE,FALSE,TRUE
94871,NA,NA,NA,1992-08-11,1992,8,"0811",265180,"EPA_EMAP_CHEM",NA,0,"HU4_5",FALSE,TRUE,FALSE,TRUE,TRUE
94982,NA,NA,NA,2002-07-08,NA,NA,NA,NA,NA,0.91,1,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
94983,NA,NA,3.4,1999-06-22,1999,6,"0622",265188,"MN_MPCA_CHEM_1999_2012",2.3,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
94984,NA,NA,2.43,2005-08-23,2005,8,"0823",265369,"MN_MPCA_CHEM_1999_2012",3.7,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
94986,NA,NA,NA,2001-08-11,NA,NA,NA,NA,NA,2.74,1,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
94990,NA,NA,2,2009-06-24,2009,6,"0624",265382,"MN_MPCA_CHEM_1999_2012",3.05,2,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
94998,NA,NA,16,2008-06-16,2008,6,"0616",265391,"MN_MPCA_CHEM_1999_2012",2.29,2,"HU4_25",TRUE,FALSE,FALSE,FALSE,TRUE
95003,NA,NA,NA,2005-07-06,NA,NA,NA,NA,NA,2.01,1,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
95004,NA,NA,13,2006-06-17,2006,6,"0617",265404,"MN_MPCA_CHEM_1999_2012",1.6,2,"HU4_25",TRUE,FALSE,FALSE,FALSE,TRUE
95006,NA,NA,NA,2004-06-18,NA,NA,NA,NA,NA,0.91,1,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
95043,NA,NA,4,1999-06-21,1999,6,"0621",265565,"MN_MPCA_CHEM_1999_2012",3.81,2,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
95059,NA,NA,NA,2009-08-17,NA,NA,NA,NA,NA,1.83,1,"HU4_53",FALSE,TRUE,TRUE,TRUE,TRUE
95068,NA,NA,7.3,2009-06-15,2009,6,"0615",265607,"MN_MPCA_CHEM_1999_2012",2.2,2,"HU4_53",FALSE,FALSE,TRUE,TRUE,TRUE
95174,NA,NA,135,2007-07-09,2007,7,"0709",265642,"MN_MPCA_CHEM_1999_2012",0.2,2,"HU4_57",TRUE,TRUE,TRUE,FALSE,TRUE
95305,NA,NA,17,2008-07-02,2008,7,"0702",265662,"MN_MPCA_CHEM_1999_2012",0.3,2,"HU4_54",FALSE,TRUE,TRUE,TRUE,TRUE
95349,NA,NA,NA,2007-08-07,NA,NA,NA,NA,NA,2.13,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,FALSE
95371,NA,NA,NA,2004-06-15,NA,NA,NA,NA,NA,3.66,1,"HU4_26",FALSE,FALSE,FALSE,FALSE,TRUE
95383,NA,758,1.02,2008-06-17,2008,6,"0617",265675,"MN_MPCA_CHEM_1999_2012",3.8,3,"HU4_26",FALSE,FALSE,FALSE,FALSE,TRUE
95384,NA,NA,NA,2007-06-27,NA,NA,NA,NA,NA,1.98,1,"HU4_26",TRUE,TRUE,FALSE,FALSE,TRUE
95577,NA,NA,NA,2006-07-07,2006,7,"0707",265693,"NY_LCI_CHEM",6.8,1,"HU4_12",TRUE,TRUE,FALSE,TRUE,TRUE
95671,NA,210,NA,2008-07-22,2008,7,"0722",265707,"MN_FDL_CHEMISTRY",NA,1,"HU4_28",FALSE,TRUE,FALSE,FALSE,TRUE
95774,10,NA,2.5,2007-09-10,2007,9,"0910",265735,"MI_CORPS_CHEM",NA,2,"HU4_30",FALSE,TRUE,FALSE,FALSE,FALSE
95784,13,NA,4.5,2003-09-06,2003,9,"0906",265762,"MI_CORPS_CHEM",5.7912,3,"HU4_30",FALSE,TRUE,FALSE,FALSE,FALSE
95928,14,318,NA,2007-08-16,2007,8,"0816",265813,"EPA_NLA_CHEM",2.92,3,"HU4_45",FALSE,FALSE,TRUE,FALSE,TRUE
96013,NA,504,0.98,2008-08-07,2008,8,"0807",265814,"MN_MPCA_CHEM_1999_2012",5.5,3,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
96014,NA,NA,3,2008-06-30,2008,6,"0630",265824,"MN_MPCA_CHEM_1999_2012",4.88,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
96015,NA,860,13.75,1999-06-22,1999,6,"0622",265838,"MN_MPCA_CHEM_1999_2012",2.8,3,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
96024,NA,892,3.52,2008-06-24,2008,6,"0624",266010,"MN_MPCA_CHEM_1999_2012",1.3,3,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
96033,NA,NA,36,2010-07-21,2010,7,"0721",266025,"MN_MPCA_CHEM_1999_2012",1.1,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
96038,NA,NA,2,2010-07-13,2010,7,"0713",266029,"MN_MPCA_CHEM_1999_2012",6.71,2,"HU4_25",TRUE,FALSE,FALSE,FALSE,TRUE
96048,NA,NA,45.45,2008-06-18,2008,6,"0618",266045,"MN_MPCA_CHEM_1999_2012",0.61,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
96051,NA,NA,3,1999-06-27,1999,6,"0627",266056,"MN_MPCA_CHEM_1999_2012",2.59,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
96055,NA,1765,35.1,2010-06-16,2010,6,"0616",266077,"MN_MPCA_CHEM_1999_2012",0.75,3,"HU4_25",FALSE,TRUE,FALSE,FALSE,FALSE
96068,NA,NA,35.8,2006-06-19,2006,6,"0619",266091,"MN_MPCA_CHEM_1999_2012",1.1,2,"HU4_25",TRUE,TRUE,FALSE,FALSE,FALSE
96115,NA,NA,80,2009-06-16,2009,6,"0616",266173,"MN_MPCA_CHEM_1999_2012",0.3,2,"HU4_53",TRUE,TRUE,TRUE,TRUE,TRUE
96122,NA,NA,18,1999-06-23,1999,6,"0623",266188,"MN_MPCA_CHEM_1999_2012",1.8,2,"HU4_29",TRUE,TRUE,FALSE,TRUE,FALSE
96133,NA,NA,2,2011-06-20,2011,6,"0620",266346,"MN_MPCA_CHEM_1999_2012",2.1,2,"HU4_29",TRUE,TRUE,FALSE,TRUE,TRUE
96156,NA,NA,2,2007-06-24,2007,6,"0624",266354,"MN_MPCA_CHEM_1999_2012",4.27,2,"HU4_55",FALSE,TRUE,TRUE,TRUE,FALSE
96236,25,730,8.5,2006-06-28,2006,6,"0628",266375,"MO_UM_SLAP_1978_2013",2.42,4,"HU4_60",TRUE,TRUE,TRUE,TRUE,TRUE
96353,NA,NA,NA,2003-07-01,NA,NA,NA,NA,NA,0.76,1,"HU4_54",FALSE,TRUE,TRUE,TRUE,FALSE
96372,NA,NA,13,2011-06-27,2011,6,"0627",266396,"MN_MPCA_CHEM_1999_2012",1.8,2,"HU4_54",TRUE,TRUE,TRUE,TRUE,TRUE
96377,NA,NA,1,2011-06-19,2011,6,"0619",266406,"MN_MPCA_CHEM_1999_2012",5.5,2,"HU4_54",TRUE,FALSE,TRUE,TRUE,TRUE
96378,NA,NA,7,2011-06-16,2011,6,"0616",266415,"MN_MPCA_CHEM_1999_2012",2.7,2,"HU4_54",TRUE,FALSE,TRUE,TRUE,FALSE
96394,NA,NA,NA,2009-09-11,NA,NA,NA,NA,NA,2.74,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
96519,NA,NA,NA,1993-08-05,1993,8,"0805",266449,"EPA_EMAP_CHEM",NA,0,"HU4_3",FALSE,TRUE,FALSE,TRUE,FALSE
96546,NA,NA,NA,2005-09-06,NA,NA,NA,NA,NA,5.4,1,"HU4_7",FALSE,TRUE,FALSE,TRUE,TRUE
96570,10,NA,3,1990-08-24,1990,8,"0824",266452,"CT_DEEP_CHEM_GRANT_PROGRAM",1.5,3,"HU4_11",TRUE,TRUE,FALSE,TRUE,FALSE
96612,NA,NA,1.4,1995-07-16,1995,7,"0716",266465,"EPA_TIME_CHEM",6.4,2,"HU4_13",FALSE,TRUE,FALSE,TRUE,TRUE
96643,NA,NA,NA,2004-07-20,2004,7,"0720",266475,"NY_LCI_CHEM",4.2,1,"HU4_16",TRUE,TRUE,FALSE,FALSE,TRUE
96676,NA,NA,NA,2004-08-14,NA,NA,NA,NA,NA,4.18,1,"HU4_28",TRUE,TRUE,FALSE,FALSE,TRUE
96686,7,376,NA,1998-07-14,1998,7,"0714",266477,"WI_L_POSITION_CHEM",4.5,3,"HU4_24",FALSE,TRUE,FALSE,FALSE,TRUE
96780,29,3441,NA,2007-08-30,2007,8,"0830",266847,"EPA_NLA_CHEM",1.35,3,"HU4_30",TRUE,TRUE,FALSE,FALSE,TRUE
96876,NA,NA,NA,1992-07-29,1992,7,"0729",266864,"EPA_EMAP_CHEM",NA,0,"HU4_5",FALSE,TRUE,FALSE,TRUE,TRUE
96888,16.57,NA,10.714,2009-07-06,2009,7,"0706",267091,"NY_ADIRONDACK_1992",NA,2,"HU4_5",FALSE,FALSE,FALSE,TRUE,TRUE
97039,NA,NA,NA,2010-06-28,NA,NA,NA,NA,NA,0.76,1,"HU4_25",TRUE,TRUE,FALSE,FALSE,FALSE
97049,NA,NA,36,2011-07-27,2011,7,"0727",267358,"MN_MPCA_CHEM_1999_2012",NA,1,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
97060,NA,714,3.23,2008-06-26,2008,6,"0626",267362,"MN_MPCA_CHEM_1999_2012",1.48,3,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
97066,NA,600,5.37,2010-07-13,2010,7,"0713",267381,"MN_MPCA_CHEM_1999_2012",1.1,3,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
97068,NA,NA,4.1,1999-06-16,1999,6,"0616",267389,"MN_MPCA_CHEM_1999_2012",1.83,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
97075,NA,NA,43,1999-07-12,1999,7,"0712",267407,"MN_MPCA_CHEM_1999_2012",0.6,2,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
97079,NA,NA,16,2008-06-26,2008,6,"0626",267409,"MN_MPCA_CHEM_1999_2012",2.59,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
97084,NA,NA,73.3,2009-07-21,2009,7,"0721",267426,"MN_MPCA_CHEM_1999_2012",0.3,2,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
97104,NA,NA,78,2011-09-07,2011,9,"0907",267443,"MN_MPCA_CHEM_1999_2012",0.3,2,"HU4_53",FALSE,FALSE,TRUE,TRUE,TRUE
97198,NA,NA,NA,2004-08-17,2004,8,"0817",267473,"WI_HANSON",2.1,1,"HU4_33",FALSE,FALSE,TRUE,FALSE,TRUE
97244,NA,NA,320,2009-07-14,2009,7,"0714",267483,"MN_MPCA_CHEM_1999_2012",0.1,2,"HU4_56",TRUE,TRUE,TRUE,FALSE,FALSE
97363,NA,NA,13.9,2005-09-08,2005,9,"0908",267495,"MN_MPCA_CHEM_1999_2012",1.5,2,"HU4_54",TRUE,TRUE,TRUE,TRUE,TRUE
97371,NA,NA,2,2011-08-22,2011,8,"0822",267504,"MN_MPCA_CHEM_1999_2012",NA,1,"HU4_54",FALSE,FALSE,TRUE,TRUE,TRUE
97375,NA,NA,6,2011-06-16,2011,6,"0616",267505,"MN_MPCA_CHEM_1999_2012",2.3,2,"HU4_54",FALSE,FALSE,TRUE,TRUE,TRUE
97380,17,1154,NA,2007-08-09,2007,8,"0809",267515,"EPA_NLA_CHEM",2.4,3,"HU4_54",TRUE,TRUE,TRUE,TRUE,TRUE
97392,NA,NA,NA,2007-06-28,NA,NA,NA,NA,NA,2.44,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
97399,NA,575,2,2009-06-24,2009,6,"0624",267516,"MN_MPCA_CHEM_1999_2012",2.7,3,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
97411,NA,NA,4,2009-06-30,2009,6,"0630",267526,"MN_MPCA_CHEM_1999_2012",3.18,2,"HU4_26",TRUE,TRUE,FALSE,FALSE,TRUE
97523,NA,NA,NA,1993-07-22,1993,7,"0722",267532,"EPA_EMAP_CHEM",NA,0,"HU4_2",TRUE,TRUE,FALSE,FALSE,TRUE
97552,12,NA,NA,1996-07-11,1996,7,"0711",267536,"NH_LKTROPH_1995_2014",NA,1,"HU4_9",FALSE,FALSE,FALSE,FALSE,TRUE
97589,NA,NA,NA,1994-07-13,1994,7,"0713",267539,"EPA_EMAP_CHEM",NA,0,"HU4_11",FALSE,TRUE,FALSE,TRUE,TRUE
97593,30,NA,NA,1994-09-15,1994,9,"0915",267541,"CT_DEEP_CHEM_GRANT_PROGRAM",1.1,2,"HU4_11",FALSE,FALSE,FALSE,TRUE,TRUE
97678,NA,NA,NA,1994-08-11,1994,8,"0811",267549,"EPA_EMAP_CHEM",NA,0,"HU4_16",FALSE,FALSE,FALSE,FALSE,TRUE
97720,9,420,1.07,2002-06-28,2002,6,"0628",267673,"NY_CSLAP",2.4,4,"HU4_18",FALSE,TRUE,FALSE,TRUE,TRUE
97763,NA,NA,47,2011-07-10,2011,7,"0710",267693,"MN_MPCA_CHEM_1999_2012",1.8,2,"HU4_28",TRUE,TRUE,FALSE,FALSE,FALSE
97802,17,834,NA,2007-08-02,2007,8,"0802",267702,"EPA_NLA_CHEM",0.8,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,FALSE
97838,NA,NA,NA,2007-06-24,NA,NA,NA,NA,NA,5.1816,1,"HU4_37",FALSE,FALSE,TRUE,TRUE,TRUE
97845,11,NA,NA,2004-09-04,2004,9,"0904",267716,"MI_CORPS_CHEM",2.5908,2,"HU4_37",FALSE,FALSE,TRUE,TRUE,TRUE
97846,NA,NA,NA,1990-06-17,NA,NA,NA,NA,NA,5.7912,1,"HU4_30",FALSE,TRUE,FALSE,FALSE,TRUE
97872,24,NA,11,1999-09-02,1999,9,"0902",267730,"MI_CORPS_CHEM",1.524,3,"HU4_31",FALSE,FALSE,FALSE,TRUE,TRUE
97891,NA,NA,5.5,1998-08-19,1998,8,"0819",267794,"MI_HAMILTON_KBS_CHEM",4.25,2,"HU4_40",FALSE,TRUE,TRUE,TRUE,TRUE
97934,NA,NA,21.4,2009-08-05,2009,8,"0805",267797,"NY_LCI_CHEM",1.3,2,"HU4_23",TRUE,TRUE,TRUE,TRUE,TRUE
98081,NA,NA,1,2001-06-15,2001,6,"0615",267811,"MN_MPCA_CHEM_1999_2012",2.13,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
98116,NA,NA,124,2004-07-07,2004,7,"0707",267834,"MN_MPCA_CHEM_1999_2012",0.46,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
98132,NA,NA,NA,2007-07-09,NA,NA,NA,NA,NA,1.22,1,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
98150,NA,NA,31,1999-07-21,1999,7,"0721",267847,"MN_MPCA_CHEM_1999_2012",0.9,2,"HU4_53",FALSE,TRUE,TRUE,TRUE,FALSE
98189,NA,NA,34,2006-07-11,2006,7,"0711",267851,"MN_MPCA_CHEM_1999_2012",0.914,2,"HU4_29",TRUE,TRUE,FALSE,TRUE,TRUE
98211,NA,NA,2,2008-06-22,2008,6,"0622",267919,"MN_MPCA_CHEM_1999_2012",3.23,2,"HU4_55",FALSE,TRUE,TRUE,TRUE,FALSE
98216,NA,345,NA,2004-07-30,2004,7,"0730",267938,"WI_HANSON",3.65,2,"HU4_27",FALSE,FALSE,FALSE,FALSE,TRUE
98382,NA,NA,4.53,2011-06-20,2011,6,"0620",267940,"MN_MPCA_CHEM_1999_2012",2.5,2,"HU4_54",FALSE,TRUE,TRUE,TRUE,FALSE
98420,NA,NA,3,1999-06-20,1999,6,"0620",267950,"MN_MPCA_CHEM_1999_2012",3.35,2,"HU4_54",FALSE,TRUE,TRUE,TRUE,TRUE
98425,NA,370,1.6,2001-07-28,2001,7,"0728",268036,"MN_MPCA_CHEM_1999_2012",5,3,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
98436,NA,NA,4.02,2010-07-12,2010,7,"0712",268048,"MN_MPCA_CHEM_1999_2012",3,2,"HU4_26",TRUE,TRUE,FALSE,FALSE,TRUE
98437,NA,NA,NA,2006-07-23,NA,NA,NA,NA,NA,1.22,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
98440,NA,NA,NA,2006-08-19,NA,NA,NA,NA,NA,1.68,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,FALSE
98449,NA,NA,NA,2007-08-07,NA,NA,NA,NA,NA,3.81,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
98452,NA,NA,NA,2008-07-23,NA,NA,NA,NA,NA,6.71,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
98517,NA,NA,NA,2006-06-27,NA,NA,NA,NA,NA,4.11,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
98562,8,NA,NA,2000-07-12,2000,7,"0712",268057,"NH_LKTROPH_1995_2014",NA,1,"HU4_8",FALSE,TRUE,FALSE,FALSE,TRUE
98583,NA,NA,2.1,2008-07-10,2008,7,"0710",268064,"MA_DEP_2005_2010",2,2,"HU4_7",FALSE,TRUE,FALSE,TRUE,TRUE
98668,100,NA,25,1997-08-06,1997,8,"0806",268069,"NY_LCI_CHEM",0.8,3,"HU4_12",TRUE,FALSE,FALSE,TRUE,FALSE
98733,NA,NA,NA,1991-08-12,1991,8,"0812",268073,"EPA_EMAP_CHEM",NA,0,"HU4_16",TRUE,TRUE,FALSE,FALSE,TRUE
98844,NA,NA,NA,1990-06-17,NA,NA,NA,NA,NA,1.0668,1,"HU4_37",FALSE,TRUE,TRUE,TRUE,TRUE
98854,NA,NA,NA,1994-06-19,NA,NA,NA,NA,NA,3.2004,1,"HU4_37",FALSE,TRUE,TRUE,TRUE,TRUE
99100,NA,NA,NA,2007-08-06,NA,NA,NA,NA,NA,0.23,1,"HU4_25",TRUE,FALSE,FALSE,FALSE,TRUE
99111,NA,NA,3,1999-06-20,1999,6,"0620",268080,"MN_MPCA_CHEM_1999_2012",3.66,2,"HU4_25",TRUE,TRUE,FALSE,FALSE,FALSE
99144,NA,NA,NA,2004-06-27,NA,NA,NA,NA,NA,0.76,1,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
99156,NA,NA,4,2001-06-18,2001,6,"0618",268150,"MN_MPCA_CHEM_1999_2012",7.47,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
99157,NA,NA,1.8,2005-08-24,2005,8,"0824",268170,"MN_MPCA_CHEM_1999_2012",1.8,2,"HU4_25",TRUE,FALSE,FALSE,FALSE,FALSE
99167,NA,NA,1,2011-08-09,2011,8,"0809",268172,"MN_MPCA_CHEM_1999_2012",0.3,2,"HU4_53",TRUE,TRUE,TRUE,TRUE,TRUE
99168,NA,NA,NA,2008-06-25,NA,NA,NA,NA,NA,2.29,1,"HU4_53",TRUE,FALSE,TRUE,TRUE,TRUE
99169,NA,1214,12.62,2007-06-20,2007,6,"0620",268176,"MN_MPCA_CHEM_1999_2012",1.3,3,"HU4_53",FALSE,TRUE,TRUE,TRUE,TRUE
99178,NA,NA,NA,2003-09-06,NA,NA,NA,NA,NA,2.21,1,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
99192,NA,NA,46,2010-07-20,2010,7,"0720",268229,"MN_MPCA_CHEM_1999_2012",0.6,2,"HU4_53",FALSE,TRUE,TRUE,TRUE,TRUE
99199,NA,NA,4,2011-06-27,2011,6,"0627",268238,"MN_MPCA_CHEM_1999_2012",2.1,2,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
99205,NA,NA,14,2000-07-17,2000,7,"0717",268248,"MN_MPCA_CHEM_1999_2012",1.37,2,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
99295,587,5191,NA,2007-08-08,2007,8,"0808",268274,"EPA_NLA_CHEM",0.09,3,"HU4_56",FALSE,FALSE,TRUE,FALSE,TRUE
99307,27,580,4.8,1990-06-19,1990,6,"0619",268285,"MO_UM_SLAP_1978_2013",1.3,4,"HU4_60",FALSE,TRUE,TRUE,TRUE,TRUE
99398,NA,NA,NA,1992-06-17,NA,NA,NA,NA,NA,1.37,1,"HU4_54",TRUE,TRUE,TRUE,TRUE,TRUE
99424,NA,NA,2,2001-06-17,2001,6,"0617",268375,"MN_MPCA_CHEM_1999_2012",6.4,2,"HU4_54",TRUE,TRUE,TRUE,TRUE,TRUE
99428,NA,NA,1,2002-06-16,2002,6,"0616",268433,"MN_MPCA_CHEM_1999_2012",3.96,2,"HU4_54",TRUE,FALSE,TRUE,TRUE,TRUE
99430,NA,NA,6,2009-07-06,2009,7,"0706",268482,"MN_MPCA_CHEM_1999_2012",3.2,2,"HU4_54",FALSE,FALSE,TRUE,TRUE,FALSE
99432,NA,NA,NA,2004-09-08,NA,NA,NA,NA,NA,1.98,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,FALSE
99437,NA,NA,NA,2010-07-19,NA,NA,NA,NA,NA,5,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
99456,NA,NA,NA,2007-07-18,NA,NA,NA,NA,NA,3.05,1,"HU4_26",FALSE,FALSE,FALSE,FALSE,TRUE
99485,NA,NA,NA,2007-08-08,NA,NA,NA,NA,NA,2.44,1,"HU4_26",TRUE,TRUE,FALSE,FALSE,TRUE
99504,22,540,6.4,2006-06-19,2006,6,"0619",268508,"MO_UM_SLAP_1978_2013",2.11,4,"HU4_62",TRUE,FALSE,TRUE,FALSE,TRUE
99642,NA,NA,2.508310773,2004-09-14,2004,9,"0914",268533,"CT_POST_CHL",5.25,2,"HU4_11",TRUE,TRUE,FALSE,TRUE,FALSE
99816,10.86142322,NA,4.7,1998-09-06,1998,9,"0906",268537,"MI_HAMILTON_KBS_CHEM",2.8,3,"HU4_37",TRUE,TRUE,TRUE,TRUE,TRUE
99848,12,NA,NA,2005-09-08,2005,9,"0908",268583,"MI_CORPS_CHEM",NA,1,"HU4_30",FALSE,TRUE,FALSE,FALSE,FALSE
99858,15,NA,NA,1998-09-12,1998,9,"0912",268596,"MI_CORPS_CHEM",NA,1,"HU4_30",FALSE,TRUE,FALSE,FALSE,FALSE
99961,NA,NA,NA,1992-08-09,1992,8,"0809",268599,"EPA_EMAP_CHEM",NA,0,"HU4_5",FALSE,TRUE,FALSE,TRUE,TRUE
100096,6,306,NA,2007-07-10,2007,7,"0710",268617,"EPA_NLA_CHEM",4.05,3,"HU4_25",FALSE,TRUE,FALSE,FALSE,FALSE
100099,NA,544,NA,2001-06-26,2001,6,"0626",268629,"MN_MPCA_CHEM_1999_2012",1.4,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,FALSE
100128,NA,NA,5,2011-06-26,2011,6,"0626",268631,"MN_MPCA_CHEM_1999_2012",3,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
100133,NA,NA,4,2010-06-20,2010,6,"0620",268640,"MN_MPCA_CHEM_1999_2012",3.35,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
100152,33,788,NA,2007-07-09,2007,7,"0709",268655,"EPA_NLA_CHEM",0.88,3,"HU4_25",TRUE,FALSE,FALSE,FALSE,TRUE
100153,NA,NA,NA,2004-09-02,NA,NA,NA,NA,NA,0.91,1,"HU4_25",TRUE,FALSE,FALSE,FALSE,TRUE
100184,NA,NA,111,2003-08-26,2003,8,"0826",268667,"MN_MPCA_CHEM_1999_2012",0.15,2,"HU4_53",FALSE,TRUE,TRUE,TRUE,TRUE
100185,NA,NA,9,1999-06-21,1999,6,"0621",268678,"MN_MPCA_CHEM_1999_2012",1.98,2,"HU4_53",TRUE,FALSE,TRUE,TRUE,TRUE
